IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
13292,F,N,N,148500,15682.5,286704,-11717,Lower secondary,Cleaning staff,0
13293,M,N,Y,157500,29245.5,539100,-15364,Secondary / secondary special,Drivers,0
13294,F,Y,N,135000,32319,697500,-12956,Secondary / secondary special,Private service staff,0
13295,F,N,Y,90000,9859.5,113746.5,-21421,Secondary / secondary special,,0
13296,F,Y,Y,157500,42822,1552500,-11283,Higher education,Core staff,0
13297,F,N,Y,360000,26662.5,337500,-13457,Higher education,Accountants,0
13298,F,N,N,81000,21996,454500,-10183,Secondary / secondary special,,0
13299,F,N,N,45000,4266,76410,-24087,Secondary / secondary special,,0
13300,F,N,Y,148500,28660.5,975771,-14121,Secondary / secondary special,Accountants,1
13301,M,Y,N,180000,30838.5,792477,-18524,Secondary / secondary special,Laborers,0
13302,F,N,Y,247500,13500,270000,-10784,Higher education,Core staff,0
13303,F,Y,Y,139500,33025.5,1125000,-14587,Incomplete higher,Medicine staff,0
13304,F,N,Y,247500,21739.5,269550,-12944,Secondary / secondary special,Managers,0
13305,F,N,N,135000,23773.5,808650,-22674,Secondary / secondary special,,0
13306,F,N,Y,157500,17104.5,585000,-22985,Secondary / secondary special,,0
13307,F,Y,N,225000,23949,301500,-12866,Secondary / secondary special,Laborers,0
13308,M,N,Y,360000,23476.5,480060,-12850,Secondary / secondary special,Accountants,0
13309,M,Y,N,247500,19642.5,526500,-12814,Secondary / secondary special,Drivers,0
13310,M,Y,N,157500,31153.5,592560,-13719,Secondary / secondary special,Drivers,0
13311,F,Y,Y,135000,26946,746626.5,-20071,Secondary / secondary special,Laborers,0
13312,F,N,N,225000,32053.5,888840,-23347,Secondary / secondary special,,0
13313,F,N,Y,252000,47335.5,1314252,-15524,Secondary / secondary special,Managers,0
13314,M,N,Y,90000,29875.5,9.00E+05,-8403,Incomplete higher,,0
13315,F,Y,Y,162000,24543,630000,-13745,Secondary / secondary special,Sales staff,0
13316,F,Y,Y,202500,52168.5,1312110,-10455,Secondary / secondary special,Laborers,0
13317,F,N,Y,180000,33394.5,755190,-21267,Secondary / secondary special,,0
13318,F,N,Y,81000,15651,253737,-21350,Secondary / secondary special,,0
13319,F,N,N,135000,21672,508495.5,-15341,Secondary / secondary special,High skill tech staff,0
13320,F,N,Y,81000,30546,770292,-16459,Secondary / secondary special,Sales staff,0
13321,F,N,Y,90000,30415.5,1035832.5,-19244,Secondary / secondary special,Sales staff,0
13322,F,Y,N,180000,23467.5,365175,-15025,Secondary / secondary special,Laborers,0
13323,F,N,N,112500,26325,652500,-12081,Secondary / secondary special,Core staff,0
13324,F,N,N,157500,37647,1283197.5,-13659,Secondary / secondary special,Cleaning staff,0
13325,F,N,N,180000,30078,755190,-17125,Secondary / secondary special,Managers,0
13326,F,N,N,202500,13671,355536,-12103,Higher education,Accountants,0
13327,F,N,N,225000,24849,430582.5,-20411,Higher education,,0
13328,F,N,Y,157500,37125,1350000,-18905,Higher education,,0
13329,F,Y,Y,157500,62788.5,1176057,-18102,Secondary / secondary special,,0
13330,M,Y,N,202500,37444.5,1006920,-11942,Secondary / secondary special,Sales staff,0
13331,F,N,Y,171000,15750,315000,-20824,Incomplete higher,,0
13332,F,Y,Y,157500,25537.5,545040,-16473,Higher education,Sales staff,1
13333,F,N,Y,81000,26725.5,781920,-22989,Secondary / secondary special,,0
13334,M,Y,N,225000,20970,495000,-14282,Higher education,Laborers,0
13335,M,Y,Y,135000,39991.5,651600,-12213,Secondary / secondary special,Laborers,1
13336,F,N,Y,135000,30573,450000,-14878,Higher education,Accountants,0
13337,F,N,N,112500,22527,528633,-9141,Secondary / secondary special,Waiters/barmen staff,0
13338,M,Y,N,157500,31500,521280,-16094,Secondary / secondary special,Drivers,1
13339,F,N,Y,135000,11385,158256,-15837,Secondary / secondary special,Laborers,0
13340,F,N,N,121500,18076.5,369000,-12996,Secondary / secondary special,Laborers,1
13341,M,Y,N,202500,37462.5,472500,-8821,Higher education,Core staff,0
13342,F,N,Y,63000,21739.5,323388,-11491,Secondary / secondary special,Laborers,0
13343,F,N,Y,112500,13095,161730,-16940,Higher education,,0
13344,F,Y,N,382500,52897.5,945000,-18111,Secondary / secondary special,Managers,0
13345,F,N,Y,81000,6889.5,135000,-10232,Incomplete higher,Sales staff,0
13346,F,N,Y,211500,45148.5,1065681,-21630,Secondary / secondary special,,0
13347,F,N,N,166500,31653,1078200,-17681,Secondary / secondary special,Core staff,0
13348,F,N,Y,157500,29677.5,755190,-21744,Higher education,,0
13349,M,N,Y,202500,18103.5,227520,-13203,Higher education,Drivers,0
13350,F,N,Y,225000,21739.5,269550,-13084,Secondary / secondary special,Sales staff,0
13351,M,N,N,112500,18184.5,495000,-15366,Secondary / secondary special,Security staff,0
13352,F,N,Y,247500,54279,1278000,-16477,Secondary / secondary special,,0
13353,M,N,Y,135000,52920,497520,-15603,Secondary / secondary special,High skill tech staff,0
13354,M,N,N,135000,18252,391090.5,-18556,Secondary / secondary special,Drivers,0
13355,F,N,N,76500,24421.5,373140,-18638,Secondary / secondary special,Laborers,0
13356,M,Y,Y,270000,76675.5,806161.5,-23212,Higher education,Managers,0
13357,F,N,Y,72000,17266.5,298512,-12965,Secondary / secondary special,Medicine staff,0
13358,M,N,Y,135000,22383,225000,-17041,Secondary / secondary special,Laborers,1
13359,F,N,Y,112500,8613,225000,-15766,Secondary / secondary special,Laborers,0
13360,M,N,N,247500,21996,454500,-10964,Incomplete higher,Drivers,0
13361,F,Y,N,157500,44644.5,696528,-13068,Secondary / secondary special,,0
13362,F,N,Y,202500,22972.5,378000,-18885,Higher education,Managers,0
13363,M,N,Y,180000,31653,1078200,-16114,Higher education,,0
13364,F,Y,N,382500,24403.5,830214,-20340,Secondary / secondary special,Core staff,0
13365,F,Y,Y,247500,39942,881055,-13889,Higher education,Core staff,0
13366,F,Y,Y,112500,39604.5,1350000,-10489,Secondary / secondary special,Private service staff,0
13367,F,N,Y,135000,36549,1324422,-17430,Secondary / secondary special,Laborers,0
13368,F,N,Y,112500,32274,729792,-18891,Secondary / secondary special,Sales staff,0
13369,F,N,N,315000,40189.5,835380,-17080,Secondary / secondary special,,0
13370,F,N,N,90000,13500,270000,-22666,Secondary / secondary special,,0
13371,F,N,Y,157500,40221,550980,-21856,Secondary / secondary special,Cleaning staff,0
13372,M,N,Y,225000,13963.5,314100,-22782,Higher education,,0
13373,M,N,Y,135000,31131,644427,-14194,Secondary / secondary special,Managers,0
13374,F,N,Y,90000,13963.5,135000,-17034,Secondary / secondary special,Laborers,0
13375,M,Y,Y,180000,25204.5,312768,-9994,Secondary / secondary special,Laborers,0
13376,F,N,N,85500,21541.5,508495.5,-21549,Secondary / secondary special,,0
13377,F,N,N,112500,17586,247275,-14523,Secondary / secondary special,Sales staff,0
13378,F,N,N,81000,13554,247500,-14645,Secondary / secondary special,Laborers,0
13379,F,N,Y,135000,36553.5,545040,-10590,Secondary / secondary special,Core staff,0
13380,F,N,Y,90000,8883,180000,-13647,Secondary / secondary special,Laborers,0
13381,M,N,Y,67500,9000,180000,-12176,Secondary / secondary special,Laborers,0
13382,F,N,Y,166500,13500,270000,-12221,Secondary / secondary special,Core staff,0
13383,F,Y,Y,247500,31909.5,622413,-17388,Higher education,Laborers,0
13384,F,N,Y,112500,16006.5,326439,-9143,Incomplete higher,,0
13385,F,N,N,148500,37579.5,485640,-23543,Secondary / secondary special,,0
13386,M,Y,Y,180000,39307.5,1339884,-16537,Secondary / secondary special,,0
13387,M,Y,Y,166500,41589,742500,-20038,Secondary / secondary special,Managers,0
13388,F,N,N,108000,28570.5,1078200,-19225,Secondary / secondary special,Laborers,0
13389,M,N,Y,225000,8428.5,170640,-13622,Higher education,Managers,0
13390,M,N,Y,225000,42367.5,1450098,-21967,Secondary / secondary special,Security staff,0
13391,F,N,Y,99000,14553,309420,-15036,Secondary / secondary special,,0
13392,F,Y,N,67500,25978.5,427500,-19406,Secondary / secondary special,Core staff,0
13393,F,N,Y,90000,14778,270000,-23078,Secondary / secondary special,,0
13394,F,N,Y,90000,22671,239850,-23339,Secondary / secondary special,,0
13395,F,N,Y,40500,10953,225000,-22383,Secondary / secondary special,,0
13396,M,Y,Y,135000,19426.5,242329.5,-10606,Incomplete higher,Drivers,1
13397,M,Y,Y,112500,34240.5,1032133.5,-12518,Secondary / secondary special,Laborers,0
13398,F,N,Y,279000,59094,746280,-21315,Secondary / secondary special,High skill tech staff,0
13399,M,N,Y,225000,40320,835380,-18181,Secondary / secondary special,Drivers,0
13400,F,N,Y,270000,33025.5,1125000,-20831,Secondary / secondary special,,0
13401,F,N,Y,90000,22050,225000,-14871,Secondary / secondary special,Sales staff,0
13402,M,N,Y,99000,13500,270000,-23122,Secondary / secondary special,,0
13403,F,N,Y,135000,21865.5,454500,-15688,Higher education,High skill tech staff,0
13404,F,N,Y,103500,16636.5,237204,-13601,Secondary / secondary special,Laborers,0
13405,M,N,Y,90000,9976.5,207396,-21047,Secondary / secondary special,,0
13406,F,N,N,157500,9000,180000,-7819,Secondary / secondary special,Core staff,0
13407,F,N,Y,81000,31261.5,640080,-12407,Secondary / secondary special,High skill tech staff,0
13408,M,Y,N,157500,35554.5,450000,-11968,Secondary / secondary special,Sales staff,1
13409,F,Y,Y,315000,34573.5,781920,-17552,Secondary / secondary special,Laborers,0
13410,M,Y,N,225000,21888,450000,-16094,Secondary / secondary special,Drivers,0
13411,F,N,N,112500,20250,405000,-13477,Secondary / secondary special,Sales staff,0
13412,F,Y,Y,135000,20250,405000,-13085,Secondary / secondary special,Accountants,0
13413,M,Y,Y,360000,58396.5,1921797,-13473,Higher education,Core staff,0
13414,F,N,N,135000,35059.5,625536,-12019,Higher education,Core staff,0
13415,F,N,N,135000,19206,298512,-19817,Secondary / secondary special,Medicine staff,0
13416,M,N,Y,157500,20052,380533.5,-11291,Secondary / secondary special,Drivers,0
13417,F,N,N,157500,32305.5,481495.5,-21755,Secondary / secondary special,,0
13418,M,N,Y,135000,19287,182448,-18148,Secondary / secondary special,Laborers,0
13419,M,N,N,180000,20178,253737,-16997,Secondary / secondary special,Managers,1
13420,F,N,Y,40500,9472.5,95940,-21060,Secondary / secondary special,,0
13421,M,Y,N,202500,30838.5,601470,-14106,Secondary / secondary special,Drivers,0
13422,F,N,Y,180000,43717.5,803479.5,-14801,Higher education,Accountants,0
13423,F,N,Y,135000,27283.5,700830,-10186,Secondary / secondary special,Medicine staff,0
13424,F,N,Y,292500,42642,1546020,-17461,Higher education,IT staff,0
13425,F,Y,Y,315000,53671.5,1350000,-11816,Higher education,Managers,0
13426,F,N,Y,67500,15250.5,298728,-12281,Higher education,,0
13427,F,N,Y,135000,26145,787131,-22889,Secondary / secondary special,,0
13428,F,N,Y,76500,20677.5,545040,-22621,Lower secondary,,0
13429,F,N,Y,90000,18090,373311,-19563,Secondary / secondary special,Core staff,0
13430,M,Y,Y,180000,22842,313438.5,-14764,Secondary / secondary special,Cleaning staff,0
13431,M,N,Y,157500,14683.5,314100,-9666,Secondary / secondary special,Laborers,0
13432,M,Y,Y,225000,70924.5,747000,-10740,Higher education,High skill tech staff,0
13433,F,Y,Y,171000,27864,948582,-18374,Higher education,Core staff,0
13434,M,N,Y,270000,31041,1061599.5,-12578,Secondary / secondary special,Laborers,0
13435,M,N,N,180000,28197,260640,-9451,Secondary / secondary special,Managers,0
13436,M,N,N,225000,28039.5,298512,-9448,Incomplete higher,Drivers,0
13437,M,N,Y,112500,31131,640080,-11177,Secondary / secondary special,Low-skill Laborers,0
13438,F,N,N,90000,20983.5,312768,-19070,Secondary / secondary special,Core staff,0
13439,F,Y,Y,382500,46174.5,848745,-18584,Higher education,Accountants,0
13440,M,Y,Y,270000,19030.5,312768,-13049,Secondary / secondary special,,0
13441,F,N,Y,144000,18000,360000,-15891,Higher education,,1
13442,M,Y,Y,180000,26316,792346.5,-17328,Secondary / secondary special,Drivers,0
13443,F,Y,N,315000,35559,1288350,-16256,Secondary / secondary special,Laborers,0
13444,M,Y,Y,135000,16713,254700,-16264,Secondary / secondary special,Laborers,0
13445,F,N,Y,162000,62950.5,1125000,-14356,Secondary / secondary special,Sales staff,0
13446,M,Y,N,189000,46084.5,9.00E+05,-14116,Higher education,Core staff,0
13447,F,N,Y,225000,22500,450000,-17592,Higher education,High skill tech staff,0
13448,F,N,Y,135000,37669.5,1288350,-20708,Higher education,,0
13449,F,Y,Y,225000,54198,1014790.5,-19348,Secondary / secondary special,Laborers,0
13450,F,N,N,54000,8775,240660,-23228,Secondary / secondary special,,0
13451,F,Y,Y,243000,47749.5,450000,-14631,Secondary / secondary special,,0
13452,F,N,Y,112500,16393.5,265851,-15620,Secondary / secondary special,Cleaning staff,0
13453,M,N,Y,189000,9000,180000,-14896,Higher education,Drivers,0
13454,F,Y,N,180000,21361.5,328405.5,-13525,Secondary / secondary special,Laborers,0
13455,F,Y,N,135000,13833,284400,-11394,Higher education,Core staff,0
13456,F,Y,Y,81000,22383,225000,-16101,Secondary / secondary special,Core staff,0
13457,F,N,N,202500,44572.5,562500,-13575,Secondary / secondary special,,0
13458,F,Y,N,180000,15867,292500,-19628,Higher education,,0
13459,M,Y,Y,260100,27234,765000,-15727,Secondary / secondary special,Managers,0
13460,F,N,Y,315000,38331,1078200,-10232,Secondary / secondary special,,0
13461,M,N,Y,225000,58873.5,495000,-14251,Secondary / secondary special,Laborers,0
13462,F,N,N,112500,13500,270000,-21849,Secondary / secondary special,,0
13463,F,N,Y,135000,19039.5,526491,-12916,Higher education,,0
13464,F,N,Y,94500,24637.5,468121.5,-9899,Secondary / secondary special,Medicine staff,0
13465,F,N,Y,225000,46840.5,1105600.5,-22272,Secondary / secondary special,Accountants,0
13466,M,Y,Y,135000,42651,835380,-8999,Higher education,,0
13467,F,N,Y,135000,48676.5,473760,-14061,Higher education,Medicine staff,0
13468,M,Y,Y,157500,8955,130500,-8773,Secondary / secondary special,,0
13469,F,N,N,90000,25407,545040,-19422,Secondary / secondary special,Medicine staff,1
13470,F,N,Y,67500,15561,302206.5,-10233,Secondary / secondary special,Sales staff,0
13471,M,N,Y,135000,33921,852088.5,-15139,Secondary / secondary special,Managers,0
13472,F,N,N,180000,48622.5,1350000,-16454,Secondary / secondary special,Managers,0
13473,M,Y,N,126000,30276,760225.5,-14069,Higher education,Core staff,0
13474,F,N,N,180000,19647,276277.5,-18213,Secondary / secondary special,,0
13475,F,N,Y,360000,72513,743031,-12080,Higher education,,1
13476,M,Y,Y,81000,11547,269550,-22777,Secondary / secondary special,,0
13477,F,Y,Y,157500,18706.5,277969.5,-10519,Higher education,Core staff,0
13478,F,N,Y,144000,16515,389844,-19844,Secondary / secondary special,Core staff,0
13479,F,N,Y,58500,7573.5,76410,-21386,Secondary / secondary special,,0
13480,F,Y,Y,81000,15799.5,149256,-22526,Secondary / secondary special,,0
13481,F,Y,N,180000,22050,225000,-13892,Secondary / secondary special,Laborers,0
13482,M,N,N,247500,25834.5,254700,-12729,Secondary / secondary special,Core staff,0
13483,M,Y,Y,49500,8455.5,111384,-23462,Secondary / secondary special,,0
13484,F,Y,Y,90000,9594,232434,-15691,Secondary / secondary special,Security staff,0
13485,F,N,Y,211500,22500,769500,-15963,Higher education,Laborers,0
13486,F,N,N,90000,14620.5,269550,-12084,Secondary / secondary special,Core staff,0
13487,F,N,Y,90000,40936.5,1032219,-21432,Higher education,,0
13488,F,Y,Y,144000,20250,254700,-9744,Secondary / secondary special,Security staff,1
13489,F,N,Y,112500,16038,147726,-10707,Incomplete higher,Security staff,0
13490,F,Y,Y,225000,32472,675000,-15860,Secondary / secondary special,,0
13491,M,Y,Y,81000,12375,247500,-17294,Secondary / secondary special,Drivers,0
13492,M,Y,N,292500,16740,327024,-9452,Higher education,Laborers,0
13493,M,N,N,121500,25429.5,528633,-15160,Secondary / secondary special,,0
13494,M,N,N,270000,37800,1288350,-12220,Secondary / secondary special,Managers,0
13495,M,N,N,180000,48114,523152,-12149,Secondary / secondary special,Laborers,0
13496,M,N,Y,225000,24745.5,208512,-10970,Secondary / secondary special,Drivers,0
13497,F,Y,Y,157500,16875,337500,-17751,Secondary / secondary special,Managers,0
13498,F,N,Y,63000,10417.5,211500,-11552,Higher education,Sales staff,1
13499,F,Y,Y,135000,8784,119448,-11034,Secondary / secondary special,Waiters/barmen staff,0
13500,M,Y,Y,180000,32895,1125000,-13650,Higher education,Core staff,0
13501,F,N,Y,135000,28786.5,679500,-23099,Secondary / secondary special,,0
13502,F,Y,Y,144000,46084.5,9.00E+05,-21555,Higher education,,1
13503,F,N,Y,112500,17694,544491,-14827,Secondary / secondary special,Sales staff,0
13504,F,N,N,51840,19345.5,518562,-24334,Secondary / secondary special,,0
13505,F,Y,Y,171000,20596.5,634482,-21433,Secondary / secondary special,,0
13506,M,N,Y,270000,55512,715095,-17357,Secondary / secondary special,Drivers,0
13507,M,N,Y,202500,23305.5,318528,-11836,Higher education,,0
13508,M,N,N,180000,35806.5,592560,-8718,Secondary / secondary special,,0
13509,F,N,Y,216000,34573.5,445095,-19031,Secondary / secondary special,Cleaning staff,0
13510,M,N,Y,112500,37800,1288350,-11964,Secondary / secondary special,Laborers,0
13511,F,N,N,103500,17509.5,360000,-18421,Higher education,High skill tech staff,0
13512,F,Y,N,351000,28296,1024290,-13802,Higher education,,0
13513,F,Y,Y,225000,14625,292500,-18891,Higher education,,0
13514,M,Y,Y,202500,35685,450000,-17262,Secondary / secondary special,Core staff,0
13515,F,Y,Y,90000,15034.5,225000,-11462,Secondary / secondary special,Sales staff,0
13516,F,N,N,157500,33025.5,1125000,-14840,Secondary / secondary special,Cooking staff,0
13517,M,N,N,112500,13500,270000,-11051,Incomplete higher,Laborers,0
13518,M,Y,Y,189000,40576.5,792162,-18226,Secondary / secondary special,,0
13519,F,Y,Y,112500,36459,755190,-21517,Secondary / secondary special,,0
13520,M,N,N,103500,16987.5,536917.5,-12035,Secondary / secondary special,Laborers,0
13521,F,N,Y,66150,26604,518562,-20147,Secondary / secondary special,,0
13522,F,N,Y,112500,16875,337500,-14914,Secondary / secondary special,Medicine staff,0
13523,F,N,Y,112500,19831.5,673875,-14228,Secondary / secondary special,,0
13524,F,N,Y,270000,31153.5,592560,-14382,Secondary / secondary special,Sales staff,0
13525,F,N,Y,108000,25726.5,604152,-20047,Secondary / secondary special,,0
13526,M,N,Y,99000,21775.5,675000,-19443,Secondary / secondary special,Drivers,0
